,text,root,event,label
395,Absolutely ! This is a moderately priced guest house with four stars . There is wifi included . It is located on the east . What else can I help with ?,,,0
396,Do you have free parking ? I refuse to pay for parking in a hotel that I am staying at . Would n't you agree ?,,,0
397,"Yes , I would as a matter of fact . And yes the offer free parking .",,,0
398,"Okay , sounds good . Also I need to get a train from Liverpool street to Cambridge .",,,0
399,What day would you like to make this trip ? Do you have any other specifications ?,,,0
400,"Oh wait , you know what ? I forgot to ask about star ratings . What 's the star rating on the A and B Guest House , please ?",,,0
401,It has four stars . Would you still like information on the train ?,,,0
402,The train should leave after 12:45 and should leave on friday . for 2 people please book .,leave,friday leave on 12:45 leave after train,1
403,TR5015 leaves london liverpool street at 13:39 and arrives at cambridge by 15:07 . Would this work for you ?,leaves,15:07 by arrives street leaves TR5015,1
404,Does that train leave on Friday ?,leave,train leave on Friday,1
405,"Yes , that train leaves on Friday .",leaves,on Friday leaves,1
406,I need two tickets .,,,0
407,"Okay , two tickets are booked , for a total price of 33.2 GBP , and your reference number is MY04HJ0A , do you need anything else today ?",booked,you anything booked today need,1
408,"No thanks , that is everything .",,,0
409,Thanks for using our system !,,,0
410,I need a train to go from Cambridge to Norwich .,,,0
411,What day of the week are you looking to travel ?,,,0
412,I am traveling on Sunday,traveling,on Sunday I traveling,1
413,What time would you like to leave or arrive by ?,,,0
414,I would like to arrive by 13:45 .,like,I 13:45 like by arrive,1
415,I have the TR7438 that will arrive at 12:55 . Would you like a booking made today ?,like,made like you booking today,1
416,I would like to book that train for 4 people please .,,,0
417,7G6OJ8G2 is your confirmation code . May I help you further ?,,,0
418,"yeah , I 'm also looking for a place to stay . I do n't like hotels , so a guesthouse would be better . Moderate in price .",,,0
419,There are several moderate priced guesthouses do you have a preferred area that you want to stay in ?,,,0
420,"Yes , the hotel should be in the east and does n't need to have free parking .",,,0
421,a and b guest house is a guesthouse in the east and it is moderate . Shall I book it ?,,,0
422,can I have the star rating and idf they have wi fi ?,,,0
423,The star rating is 4 and they do have free wifi .,is,rating is 4,1
424,"OK , that 's all I need for now . Thanks .",,,0
425,Great . I hope you have an excellent day .,hope,hope an have I day you excellent,1
426,Thanks you too Goodbye,,,0
427,Great ! Have a good day .,,,0
428,Good day . Might you be able to assist me with a taxi going to Corpus Christi leaving sometime after 08:45 ?,,,0
429,Sure I can do that ! Where is the departure site ?,,,0
430,I need it to pick me up from gourmet burger kitchen .,,,0
431,The car coming is a White Tesla with contact number is : 07441094025,,,0
432,Thank you so much .,,,0
433,Is there anything else I can help you with today ?,Is,I Is help today anything with you,1
434,"Nope , that will do it , thanks !",,,0
435,You 're welcome . Have a great trip !,,,0
436,I am looking for a restaurant .,,,0
437,Is there a price range or type of food that you would prefer ?,,,0
438,"Not sure of that , I am looking for a restaurant named "" ask . """,,,0
439,That is an Italian restaurant located in the centre of town . It is at 12 Bridge Street . Can I call and reserve a table for you ?,,,0
440,I would like to book a table for 5 people on Sunday at 14:15,like,14:15 table at people like 5 Sunday for book on I,1
441,I am afraid that booking was unsuccessful . Would you like to try another restaurant ?,,,0
442,"Yes , a different restaurant in the same area and with the same price range .",,,0
443,Yes there are 15 restaurants that are a similar price range . Did you still want Italian ?,,,0
444,Type of food does n't matter . Which is the best one ? I 'll book that .,,,0
445,Your reservation is at the Dojo Noodle Bar at Millers Yard . The reference number is W87AKIBY and the table will be held for 15 minutes . Is that all ?,is,for held minutes is 15 number,1
446,That is all . Thank you !,,,0
447,Thank you for calling . Enjoy your dining experience .,,,0
448,I 'm looking for a train please .,,,0
449,Where are you leaving from and where would you like to go ?,,,0
450,I plan to leave from stevenage to go to Cambridge .,,,0
451,Okay . There are 70 trains that go from stevenage to cambridge . Would you like to narrow it down by day or time ?,like,like it day narrow you by,1
452,I want to leave on Sunday and arrive by 12:15 .,want,want arrive on I leave 12:15 Sunday by,1
453,trainID departure destination day leaveAt arriveBy price duration book ( optional ) TR1542 stevenage cambridge sunday 05:54 06:43 10.24 pounds 49 minutes TR5870 stevenage cambridge sunday 07:54 08:43 10.24 pounds 49 minutes TR7802 stevenage cambridge sunday 09:54 10:43 10.24 pounds 49 minutes TR8225 stevenage cambridge sunday 11:54 12:43 10.24 pounds 49 minutes are the opitions,are,sunday minutes sunday minutes cambridge 49 08:43 stevenage 49 09:54 sunday minutes sunday minutes cambridge 49 book cambridge stevenage 11:54 are 49 07:54,1
454,"Thank you , I will check them out and get back to you .",,,0
455,You are welcome . Call back anytime you are ready to book .,,,0
456,That information is very overwhelming . Can you please pick the best option that meets my criteria and book for 6 people .,,,0
457,"I would like to book the TR7802 stevenage cambridge sunday 09:54 10:43 , please .",like,sunday like cambridge book 10:43 stevenage 09:54 I,1
458,"I think you 're confused . I need the info , you 're the help desk .",,,0
459,I apologize for the mistake . I have booked six tickets for you and your party on the TR7802 train departing from Stevenage at 09:54 and arriving at Cambridge at 10:43 .,booked,tickets at I 10:43 booked departing arriving,1
460,"That 's more like it . And , what 's the reference number ?",,,0
461,Your reference number is DDBA2U1R . The total fee is 61.44 GBP payable at the station . May I help with something else ?,,,0
462,That was all . Thank you,,,0
463,Thanks for using our services .,,,0
464,I need to get a train going to Stevenage .,,,0
465,I will need some more information . The train is departing from cambridge correct ? What day would you like to leave ?,,,0
466,"Yes , departing from Cambridge . We 'll be leaving on Tuesday , hopefully after 15:15 .",leaving,leaving We 15:15 after Tuesday on,1
467,How about TR5343 ? It leaves at 15:21 . Your next choice is TR9883 which leaves at 17:21 .,is,TR9883 at is leaves which choice 17:21,1
468,What is the price for TR5343 ?,,,0
469,It is 12.80 pounds .,,,0
470,I would like information on pools in the north .,,,0
471,jesus green outdoor pool and kings hedges learner pool are in that area . Could I get you info on one of those ?,,,0
472,How about Jesus Green Outdoor pool . Could I have their address and phone number .,,,0
473,"Sure , the phone number for jesus green outdoor pool is 01223302579 . The address is listed as between victoria road and the river .",is,is number 01223302579,1
474,thanks ! that 's all i need now,,,0
475,Is there any other info or booking I can do ?,,,0
476,"No , not at this time . Thank you .",,,0
477,Okay glad I could help .,,,0
478,I am getting ready to go off to college . I thought while I was in town maybe I could visit one .,,,0
479,Great idea ! There are 18 entries found ! What area of town would you like to visit ?,,,0
480,I think I 'd like to visit the centre .,,,0
481,There are 13 colleges in the city center but I recommend visiting Downing college and it is free to get in .,,,0
482,"Great ! Can I have the address , please ?",,,0
483,"Sure , it 's located at Regent Street .",,,0
484,"Great , thank you very much . That 's all I need .",,,0
485,You 're welcome . Have a great day !,,,0
486,I am looking for a high priced hotel in the north side of town,,,0
487,"I 'm sorry , but there are n't any places that meet those qualifications . Would you like to try a different part of town ?",,,0
488,How about an expensive hotel in the south side of town ?,,,0
489,"There is one option , it is The Lensfield Hotel . Do you want me to reserve any rooms for you ?",,,0
490,Does it offer free wifi ?,,,0
491,Yes the Lensfield Hotel does have free wifi .,,,0
492,"How about free parking , does it have that as well ?",,,0
493,Yes it also has free parking . Anything else today ?,Anything,today Anything,1
494,book it for 7 people and 3 nights starting from monday .,book,book 3 7 from for starting people it nights monday,1
495,The booking was successful . Your reference number is 81E1ITXC . Is there anything else I can help with today ?,Is,anything today I with Is help,1
496,No that is all I need . Thank you for your time .,,,0
497,we appreciate you using our services . have a good day .,have,good day have a,1
498,"Hi , what can you tell me about the bangkok city restaurant ?",,,0
499,Sure ! It serves Thai food and is located in the centre . Would you like to book it ?,,,0
500,Yes for 2 at 19:30 on Sunday please . I need the reference number then too .,Yes,at Yes Sunday 2 on for 19:30,1
501,I 've booked that for you and your reference number is X4W3U0LM .,,,0
502,I 'd also need a train leaving the centre going to kings lynn and arriving by 17:00 on monday .,need,need 17:00 I going by monday train arriving on,1
503,I can certainly help with that . Could you just verify your departure point for me ?,,,0
